step,n_cumulative,t_seconds,telomere,centriolar,mito,epigenetic,proteostasis,tissue_load
26,26.0,15724800.0,0.011119724583224267,0.013632724666813272,0.1301737999283167,0.008865033271139565,0.008037008671550659,0.040836532361010335
27,27.0,16329600.0,0.011753008410664637,0.01423796668169904,0.1351907019702594,0.009408874315003913,0.008490527400071387,0.042516927015935554
28,28.0,16934400.0,0.012401614864752768,0.014849540040078742,0.14020860137197447,0.00996776606499409,0.008954926394727307,0.044205658453688366
29,29.0,17539200.0,0.013065554462921038,0.015467481280857466,0.1452275240644342,0.010541711513189412,0.009430225866615837,0.04590274917677473
30,30.0,18144000.0,0.013744837801890786,0.016091826984960984,0.150247496001814,0.011130713729462113,0.00991644609995787,0.04760822174063841
31,31.0,18748800.0,0.01443947555778081,0.0167226137755511,0.15526854316164343,0.011734775861546953,0.01041360745224299,0.0493220987538118
32,32.0,19353600.0,0.015149478486216363,0.017359878318241356,0.16029069154495723,0.012353901135111282,0.010921730354375147,0.051044402878067135
33,33.0,19958400.0,0.015874857422438642,0.01800365732131312,0.16531396717644672,0.012988092853825552,0.011440835310818841,0.05277515682856807
34,34.0,20563200.0,0.016615623281414745,0.01865398753593203,0.17033839610461138,0.01363735439943429,0.011970942899745764,0.054514383374021674
35,35.0,21168000.0,0.017371787057948146,0.01931090575636478,0.17536400440191055,0.014301689231827522,0.012512073773181935,0.056262105336830716
36,36.0,21772800.0,0.01814335982678964,0.019974448820196333,0.18039081816491556,0.014981100889112652,0.013064248657155315,0.05801834559324643
37,37.0,22377600.0,0.018930352742748794,0.02064465360854745,0.18541886351446182,0.015675592987686796,0.013627488351843905,0.05978312707352161
38,38.0,22982400.0,0.019732777040805873,0.021321557046292607,0.19044816659580135,0.01638516922230958,0.014201813731724338,0.061556472762064086
39,39.0,23587200.0,0.02055064403622428,0.022005196102278288,0.19547875357875538,0.01710983336617638,0.014787245745720944,0.06333840569759057
40,40.0,24192000.0,0.021383965124663482,0.022695607789541654,0.20051065065786727,0.01784958927099204,0.015383805417355319,0.06512894897328095
41,41.0,24796800.0,0.022232751782292427,0.02339282916552958,0.20554388405255564,0.01860444086704504,0.015991513844896364,0.06692812573693285
42,42.0,25401600.0,0.023097015565903465,0.02409689733231807,0.2105784800072676,0.019374392163282104,0.016610392201510834,0.06873595919111677
43,43.0,26006400.0,0.023976768113026757,0.024807849436832057,0.21561446479163238,0.020159447247383302,0.01724046173541436,0.07055247259333138
44,44.0,26611200.0,0.024872021142045196,0.02552572267106556,0.22065186470061518,0.020959610285837597,0.017881743770022974,0.07237768925615932
45,45.0,27216000.0,0.02578278645230981,0.026250554272302263,0.22569070605467104,0.02177488552401884,0.018534259704105126,0.0742116325474235
46,46.0,27820800.0,0.02670907592425568,0.026982381523336423,0.23073101519989916,0.02260527728626225,0.019198031011934187,0.07605432589034354
47,47.0,28425600.0,0.027650901519518357,0.027721241752694213,0.23577281850819737,0.023450789975941345,0.019873079243441467,0.07790579276369279
48,48.0,29030400.0,0.02860827528105077,0.028467172334855413,0.24081614237741675,0.024311428075545333,0.0205594260243697,0.07976605670195568
49,49.0,29635200.0,0.02958120933324064,0.029220210690475503,0.24586101323151666,0.02518719614675698,0.021257093056427055,0.08163514129548552
50,50.0,30240000.0,0.030569715882028416,0.029980394286608144,0.25090745752071986,0.026078098830530926,0.021966102117441634,0.08351307019066255
51,51.0,30844800.0,0.03157380721502569,0.030747760636928044,0.2559555017216678,0.02698414084717248,0.02268647506151646,0.08539986709005255
52,52.0,31449600.0,0.03259349570163412,0.03152234730195421,0.26100517233757653,0.02790532699641688,0.02341823381918498,0.0872955557525658
53,53.0,32054400.0,0.0336287937931649,0.032304191889273616,0.26605649589839214,0.028841662157509006,0.024161400397567076,0.08920015999361627
54,54.0,32659200.0,0.03467971402295868,0.03309333205376521,0.2711094989609472,0.02979315128928358,0.024915996880525555,0.09111370368528153
55,55.0,33264000.0,0.03574626900650601,0.03388980549782439,0.276164208109117,0.03075979943024582,0.025682045428823165,0.09303621075646282
56,56.0,33868800.0,0.036828471441568325,0.03469364997158781,0.2812206499539761,0.03174161169865257,0.026459568280280107,0.09496770519304552
57,57.0,34473600.0,0.037926334108299424,0.03550490327315863,0.28627885113395507,0.0327385932925939,0.027248587749932055,0.09690821103806016
58,58.0,35078400.0,0.03903986986936743,0.036323603248832145,0.29133883831499763,0.033750749490075165,0.028049126230188688,0.09885775239184375
59,59.0,35683200.0,0.0401690916700773,0.03714978779332179,0.2964006381907179,0.03477808564909956,0.028861206190992725,0.10081635341220145
60,60.0,36288000.0,0.04131401253849385,0.0379834948499856,0.301464277482558,0.03582060720775111,0.02968485017997947,0.10278403831456885
61,61.0,36892800.0,0.04247464558556525,0.03882476241105305,0.3065297829399457,0.03687831968427819,0.03052008082263688,0.1047608313721744
62,62.0,37497600.0,0.04365100400524707,0.03967362851785227,0.3115971813404526,0.03795122867717743,0.03136692082246613,0.10674675691620243
63,63.0,38102400.0,0.04484310107462686,0.04053013126103771,0.31666649948995224,0.03903933986527819,0.032225392961142685,0.10874183933595653
64,64.0,38707200.0,0.0460509501540492,0.04139430878081819,0.32173776422277867,0.040142659007827444,0.03309552009867793,0.11074610307902331
65,65.0,39312000.0,0.04727456468724129,0.04226619926718537,0.32681100240188515,0.04126119194457518,0.03397732517358127,0.11275957265143656
66,66.0,39916800.0,0.04851395820143908,0.043145840960142595,0.3318862409190033,0.04239494459586023,0.034870831203022756,0.11478227261784192
67,67.0,40521600.0,0.04976914430751386,0.04403327214993423,0.3369635066948022,0.04354392296269664,0.03577606128299624,0.11681422760166182
68,68.0,41126400.0,0.051040136700099464,0.04492853117727533,0.3420428266790479,0.04470813312686045,0.03669303858848306,0.118855462285261
69,69.0,41731200.0,0.05232694915771988,0.04583165643358174,0.34712422785076325,0.04588758125097699,0.0376217863736162,0.1209060014101123
70,70.0,42336000.0,0.053629595542917505,0.046742686361200665,0.35220773721838783,0.04708227357860868,0.038562327971845035,0.12296586977696285
71,71.0,42940800.0,0.05494808980238182,0.04766165945364159,0.3572933818199383,0.04829221643434325,0.03951468679610057,0.1250350922460009
72,72.0,43545600.0,0.056282445967078654,0.04858861425580767,0.36238118872316877,0.04951741622388246,0.040478886338961156,0.12711369373702283
73,73.0,44150400.0,0.05763267815237995,0.04952358936422749,0.3674711850257316,0.05075787943413137,0.041454950172818826,0.12920169922960067
74,74.0,44755200.0,0.05899880055819406,0.05046662342728729,0.3725633978553386,0.052013612633287964,0.04244290195004608,0.13129913376325006
75,75.0,45360000.0,0.060380827469096565,0.05141775514546363,0.37765785436992194,0.05328462247093338,0.04344276540316324,0.13340602243759855
76,76.0,45964800.0,0.06177877325446164,0.052377023271556404,0.38275458175779603,0.05457091567812254,0.044454564345006296,0.1355223904125545
77,77.0,46569600.0,0.06319265236859394,0.05334446661092235,0.38785360723781914,0.05587249906747533,0.04547832266889534,0.13764826290847618
78,78.0,47174400.0,0.06462247935086098,0.054320124021708965,0.3929549580595555,0.057189379533268185,0.04651406434880346,0.13978366520634145
79,79.0,47779200.0,0.06606826882582613,0.05530403441508886,0.39805866150343755,0.058521564051526254,0.047561813439526236,0.14192862264791783
80,80.0,48384000.0,0.06753003550338206,0.056296236755494514,0.4031647448809286,0.059869059680115966,0.04862159407685173,0.144083160635933
81,81.0,48988800.0,0.06900779417888475,0.0572967700608535,0.4082732355346856,0.06123187355883815,0.049693430477731,0.1462473046342455
82,82.0,49593600.0,0.07050155973328807,0.05830567340282413,0.41338416083872215,0.0626100129095216,0.05077734694044918,0.1484210801680166
83,83.0,50198400.0,0.07201134713327885,0.05932298590703152,0.4184975481985721,0.06400348503611716,0.051873367844797104,0.15060451282388143
84,84.0,50803200.0,0.07353717143141247,0.06034874675330413,0.423613425051453,0.06541229732479228,0.052981517652243425,0.1527976282501217
85,85.0,51408000.0,0.07507904776624907,0.06138299517591069,0.42873181886643,0.06683645724402604,0.05410182090610732,0.15500045215683808
86,86.0,52012800.0,0.07663699136249023,0.06242577046379763,0.43385275714458016,0.06827597234470473,0.05523430223173171,0.15721301031612334
87,87.0,52617600.0,0.07821101753111617,0.06347711196082688,0.4389762674191566,0.06973085026021787,0.05637898633665702,0.15943532856223586
88,88.0,53222400.0,0.07980114166952361,0.06453705906601419,0.44410237725575347,0.07120109870655474,0.05753589801079551,0.16166743279177373
89,89.0,53827200.0,0.081407379261664,0.06560565123376784,0.4492311142524708,0.07268672548240139,0.05870506212660613,0.16390934896384876
90,90.0,54432000.0,0.08302974587818246,0.06668292797412781,0.4543625060400798,0.0741877384692382,0.0598865036392699,0.1661611031002619
91,91.0,55036800.0,0.08466825717655717,0.0677689288530054,0.4594965802821883,0.07570414563143785,0.06108024758686591,0.1684227212856778
92,92.0,55641600.0,0.0863229289012393,0.06886369349242329,0.4646333646754066,0.07723595501636381,0.06228631909054777,0.17069422966780126
93,93.0,56246400.0,0.08799377688379355,0.06996726157075608,0.4697728869495135,0.07878317475446943,0.0635047433547207,0.17297565445755275
94,94.0,56851200.0,0.08968081704303918,0.07107967282297128,0.4749151748676227,0.08034581305939736,0.06473554566721912,0.17526702192924543
95,95.0,57456000.0,0.0913840653851916,0.0722009670408707,0.4800602562263493,0.08192387822807963,0.0659787513994848,0.1775683584207619
96,96.0,58060800.0,0.09310353800400455,0.07333118407333235,0.48520815885597685,0.08351737864083808,0.06723438600674556,0.17987969033373216
97,97.0,58665600.0,0.09483925108091275,0.07447036382655277,0.4903589106206244,0.0851263227614854,0.06850247502819456,0.18220104413371085
98,98.0,59270400.0,0.09659122088517522,0.07561854626428985,0.4955125394184141,0.08675071913742669,0.06978304408717012,0.1845324463503563
99,99.0,59875200.0,0.09835946377401902,0.0767757714081061,0.5006690731816387,0.08839057639976133,0.07107611889133607,0.18687392357760896
100,100.0,60480000.0,0.10014399619278368,0.07794207933761232,0.5058285398769298,0.09004590326338564,0.07238172523286271,0.18922550247387096
