step,n_cumulative,t_seconds,telomere,centriolar,mito,epigenetic,proteostasis,tissue_load
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,604800.0,0.00023832991101984942,0.00045331964407939766,0.005,0.00015331964407939766,0.00017748973305954825,0.0014713667864476386
2,2.0,1209600.0,0.0004917364818617385,0.0009120346723134839,0.01000033080937714,0.0003216392881587953,0.0003653594455852156,0.0029505033863791922
3,3.0,1814400.0,0.0007602282049537988,0.001376180605501369,0.015001017808110886,0.0005049599246663243,0.0005636274968878338,0.004437430977654326
4,4.0,2419200.0,0.001043813649360314,0.001845793000986654,0.020002086395532442,0.0007032826221700546,0.0007723123157910208,0.005932170787277315
5,5.0,3024000.0,0.0013425014608778457,0.00232090745286382,0.025003561990470404,0.0009166085254360496,0.0009914324007642974,0.007434744091538476
6,6.0,3628800.0,0.0016563003621318244,0.002801559592184942,0.030005470031396607,0.0011449388554868583,0.0012210063200566543,0.008945172216155935
7,7.0,4233600.0,0.001985219152673607,0.0032877850871667383,0.03500783597657215,0.0013882749096604458,0.0014610527118305752,0.010463476536417753
8,8.0,4838400.0,0.0023292667090780033,0.0037796196433979444,0.04001068530419364,0.00164661806166956,0.0017115902842965115,0.011989678477324406
9,9.0,5443200.0,0.0026884519850412687,0.0042770990040470235,0.045014043512539605,0.0019199697616615386,0.0019726378158478157,0.0135237995137316
10,10.0,6048000.0,0.003062784011479568,0.004780258950070207,0.05001793612011711,0.002208331536278555,0.002244214155196128,0.015065861170493479
11,11.0,6652800.0,0.003452271896627908,0.005289135300419877,0.05502238866580858,0.002511704988718304,0.0025263382215072244,0.016615885022606122
12,12.0,7257600.0,0.0038569248261395425,0.005803763912253273,0.060027426709018804,0.002830091798795127,0.0028190290045373182,0.018173892695351482
13,13.0,7862400.0,0.004276752063185845,0.006324180681141548,0.06503307582982214,0.003163493723001581,0.003122305564769826,0.019739905864441586
14,14.0,8467200.0,0.004711762948556662,0.006850421541279156,0.07003936162910991,0.0035119125945704452,0.003436187033552591,0.02131394625616318
15,15.0,9072000.0,0.005161966900761125,0.00738252246569358,0.07504630972873803,0.003875350323537173,0.003760692613235569,0.022896035647522666
16,16.0,9676800.0,0.0056273734161289566,0.007920519466455408,0.08005394577167481,0.004253808896802784,0.004095841577308978,0.024486195866391433
17,17.0,10281600.0,0.006107992068912231,0.008464448594888742,0.08506229542214892,0.004647290378197206,0.004441653270541906,0.026084448791651556
18,18.0,10886400.0,0.006603832511387625,0.009014345941781955,0.09007138436579766,0.00505579690854305,0.004798147109121393,0.02769081635334181
19,19.0,11491200.0,0.0071149044739591384,0.009570247637598797,0.09508123830981532,0.00547933070571984,0.005165342580791971,0.02930532053280411
20,20.0,12096000.0,0.007641217765261293,0.010132189852689846,0.10009188298310184,0.005917894064728683,0.005543259244995669,0.03092798336283026
21,21.0,12700800.0,0.008182782272262813,0.010700208797504301,0.10510334413641158,0.006371489357757386,0.005931916733012494,0.032558826927809086
22,22.0,13305600.0,0.008739607960370776,0.011274340722802131,0.11011564754250235,0.006840119034246019,0.006331334748101375,0.034197873363873955
23,23.0,13910400.0,0.009311704873535257,0.011854621919866574,0.1151288189962847,0.007323785620952923,0.006741533065641576,0.03584514485905062
24,24.0,14515200.0,0.009899083134354439,0.012441088720716984,0.1201428843149713,0.007822491722021175,0.00716253153327458,0.03750066365340545
25,25.0,15120000.0,0.010501752944180213,0.013033777498322033,0.12515786933822662,0.008336240019045487,0.0075943500710464506,0.03916445203919408
