step,n_cumulative,t_seconds,telomere,centriolar,mito,epigenetic,proteostasis,tissue_load
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,604800.0,0.00043832991101984945,0.00045331964407939766,0.005,0.00015331964407939766,0.00017748973305954825,0.0010567428131416838
2,2.0,1209600.0,0.0008917364818617386,0.0009120346723134839,0.01000033080937714,0.0003216392881587953,0.0003653594455852156,0.0021239329863963043
3,3.0,1814400.0,0.0013602282049537987,0.001376180605501369,0.015001017808110886,0.0005049599246663243,0.0005636274968878338,0.003201586812687158
4,4.0,2419200.0,0.001843813649360314,0.001845793000986654,0.020002086395532442,0.0007032826221700546,0.0007723123157910208,0.0042897206441759326
5,5.0,3024000.0,0.002342501460877846,0.00232090745286382,0.025003561990470404,0.0009166085254360496,0.0009914324007642974,0.0053883508923863
6,6.0,3628800.0,0.002856300362131825,0.002801559592184942,0.030005470031396607,0.0011449388554868583,0.0012210063200566543,0.006497494028327905
7,7.0,4233600.0,0.0033852191526736078,0.0032877850871667383,0.03500783597657215,0.0013882749096604458,0.0014610527118305752,0.007617166582620738
8,8.0,4838400.0,0.0039292667090780045,0.0037796196433979444,0.04001068530419364,0.00164661806166956,0.0017115902842965115,0.008747385145619922
9,9.0,5443200.0,0.004488451985041269,0.0042770990040470235,0.045014043512539605,0.0019199697616615386,0.0019726378158478157,0.009888166367540864
10,10.0,6048000.0,0.005062784011479568,0.004780258950070207,0.05001793612011711,0.002208331536278555,0.002244214155196128,0.01103952695858483
11,11.0,6652800.0,0.005652271896627908,0.005289135300419877,0.05502238866580858,0.002511704988718304,0.0025263382215072244,0.012201483689064893
12,12.0,7257600.0,0.006256924826139542,0.005803763912253273,0.060027426709018804,0.002830091798795127,0.0028190290045373182,0.01337405338953229
13,13.0,7862400.0,0.006876752063185845,0.006324180681141548,0.06503307582982214,0.003163493723001581,0.003122305564769826,0.014557252950903187
14,14.0,8467200.0,0.007511762948556662,0.006850421541279156,0.07003936162910991,0.0035119125945704452,0.003436187033552591,0.01575109932458581
15,15.0,9072000.0,0.008161966900761127,0.00738252246569358,0.07504630972873803,0.003875350323537173,0.003760692613235569,0.016955609522608005
16,16.0,9676800.0,0.008827373416128959,0.007920519466455408,0.08005394577167481,0.004253808896802784,0.004095841577308978,0.018170800617745203
17,17.0,10281600.0,0.009507992068912233,0.008464448594888742,0.08506229542214892,0.004647290378197206,0.004441653270541906,0.019396689743648752
18,18.0,10886400.0,0.010203832511387628,0.009014345941781955,0.09007138436579766,0.00505579690854305,0.004798147109121393,0.020633294094974688
19,19.0,11491200.0,0.010914904473959142,0.009570247637598797,0.09508123830981532,0.00547933070571984,0.005165342580791971,0.021880630927512884
20,20.0,12096000.0,0.011641217765261298,0.010132189852689846,0.10009188298310184,0.005917894064728683,0.005543259244995669,0.02313871755831664
21,21.0,12700800.0,0.012382782272262817,0.010700208797504301,0.10510334413641158,0.006371489357757386,0.005931916733012494,0.02440757136583258
22,22.0,13305600.0,0.013139607960370779,0.011274340722802131,0.11011564754250235,0.006840119034246019,0.006331334748101375,0.025687209790031126
23,23.0,13910400.0,0.013911704873535258,0.011854621919866574,0.1151288189962847,0.007323785620952923,0.006741533065641576,0.02697765033253722
24,24.0,14515200.0,0.014699083134354439,0.012441088720716984,0.1201428843149713,0.007822491722021175,0.00716253153327458,0.028278910556761502
25,25.0,15120000.0,0.015501752944180212,0.013033777498322033,0.12515786933822662,0.008336240019045487,0.0075943500710464506,0.029591008088031952
26,26.0,15724800.0,0.016319724583224265,0.013632724666813272,0.1301737999283167,0.008865033271139565,0.008037008671550659,0.03091396061372587
27,27.0,16329600.0,0.017153008410664635,0.01423796668169904,0.1351907019702594,0.009408874315003913,0.008490527400071387,0.0322477858834023
28,28.0,16934400.0,0.018001614864752765,0.014849540040078742,0.14020860137197447,0.00996776606499409,0.008954926394727307,0.033592501708934866
29,29.0,17539200.0,0.018865554462921038,0.015467481280857466,0.1452275240644342,0.010541711513189412,0.009430225866615837,0.034948125964645034
30,30.0,18144000.0,0.019744837801890788,0.016091826984960984,0.150247496001814,0.011130713729462113,0.00991644609995787,0.03631467658743572
31,31.0,18748800.0,0.020639475557780812,0.0167226137755511,0.15526854316164343,0.011734775861546953,0.01041360745224299,0.0376921715769254
32,32.0,19353600.0,0.021549478486216366,0.017359878318241356,0.16029069154495723,0.012353901135111282,0.010921730354375147,0.03908062899558261
33,33.0,19958400.0,0.022474857422438644,0.01800365732131312,0.16531396717644672,0.012988092853825552,0.011440835310818841,0.040480066968860806
34,34.0,20563200.0,0.02341562328141475,0.01865398753593203,0.17033839610461138,0.01363735439943429,0.011970942899745764,0.04189050368533373
35,35.0,21168000.0,0.024371787057948152,0.01931090575636478,0.17536400440191055,0.014301689231827522,0.012512073773181935,0.04331195739683112
36,36.0,21772800.0,0.02534335982678965,0.019974448820196333,0.18039081816491556,0.014981100889112652,0.013064248657155315,0.04474444641857489
37,37.0,22377600.0,0.026330352742748805,0.02064465360854745,0.18541886351446182,0.015675592987686796,0.013627488351843905,0.046187989129315696
